Sport,Dport,SrcBytes,DstBytes,SrcLoad,DstLoad,SrcGap,DstGap,SIntPkt,DIntPkt,SIntPktAct,DIntPktAct,SrcJitter,DstJitter,sMaxPktSz,dMaxPktSz,sMinPktSz,dMinPktSz,Dur,Trans,TotPkts,TotBytes,Load,Loss,pLoss,pSrcLoss,pDstLoss,Rate,Temp,SpO2,Pulse_Rate,SYS,DIA,Heart_rate,Resp_Rate,ST,Attack Category
61771,1111,496,186,212011.0,70670.0,0,0,4.679,3.402,0.0,0,2.075667,3.338,310,66,60,60,0.014037,1,7,682,282681.0,0,0.0,0.0,0.0,427.442,27.0,98,84,129,76,85,33,0.18,normal
52207,1111,496,186,310842.0,103614.0,0,0,3.191333,1.85,0.0,0,2.446614,1.791,310,66,60,60,0.009574,1,7,682,414456.0,0,0.0,0.0,0.0,626.697,28.2,98,73,148,84,73,19,0.3,normal
63853,1111,496,186,234515.0,78172.0,0,0,4.23,2.336,0.0,0,3.310191,2.293,310,66,60,60,0.01269,1,7,682,312687.0,0,0.0,0.0,0.0,472.813,27.9,98,73,148,84,73,19,0.3,Spoofing
49274,1111,496,186,271360.0,90453.0,0,0,3.655667,3.0765,0.0,0,2.625792,3.0415,310,66,60,60,0.010967,1,7,682,361813.0,0,0.0,0.0,0.0,547.096,28.6,98,73,148,84,73,19,0.3,normal
64484,1111,496,186,263806.0,87935.0,0,0,3.760333,2.1705,0.0,0,2.876498,2.1355,310,66,60,60,0.011281,1,7,682,351742.0,0,0.0,0.0,0.0,531.868,25.9,98,73,138,83,65,17,0.26,normal
58389,1111,496,186,208740.0,69580.0,0,0,4.752333,3.284,0.0,0,3.39882,3.227,310,66,60,60,0.014257,1,7,682,278319.0,0,0.0,0.0,0.0,420.846,24.8,98,74,135,75,73,21,0.3,normal
49228,1111,496,186,234073.0,78024.0,0,0,4.238,1.9645,0.0,0,3.646694,1.9045,310,66,60,60,0.012714,1,7,682,312097.0,0,0.0,0.0,0.0,471.921,27.8,98,73,148,84,73,19,0.3,normal
59331,1111,496,186,244395.0,81465.0,0,0,4.059,1.999,0.0,0,3.360211,1.939,310,66,60,60,0.012177,1,7,682,325860.0,0,0.0,0.0,0.0,492.732,27.2,97,82,138,78,83,20,0.08,normal
54596,1111,496,186,243834.0,81278.0,0,0,4.068333,2.657,0.0,0,2.961698,2.64,310,66,60,60,0.012205,1,7,682,325113.0,0,0.0,0.0,0.0,491.602,27.8,98,73,148,84,73,19,0.3,normal
57444,1111,496,186,233999.0,78000.0,0,0,4.239333,1.9175,0.0,0,3.683043,1.8435,310,66,60,60,0.012718,1,7,682,311999.0,0,0.0,0.0,0.0,471.772,27.4,97,86,142,72,76,0,0.16,normal
53958,1111,496,186,239536.0,79845.0,0,0,4.141333,2.244,0.0,0,3.287182,2.175,310,66,60,60,0.012424,1,7,682,319382.0,0,0.0,0.0,0.0,482.936,27.0,97,72,149,84,76,13,0.14,normal
57529,1111,496,186,84685.0,28228.0,0,0,11.714,9.5995,0.0,0,8.364563,9.5605,310,66,60,60,0.035142,1,7,682,112913.0,0,0.0,0.0,0.0,170.736,25.1,98,86,135,75,85,31,0.3,normal
63717,1111,496,186,243316.0,81105.0,0,0,4.077,2.1995,0.0,0,3.256118,2.1215,310,66,60,60,0.012231,1,7,682,324422.0,0,0.0,0.0,0.0,490.557,27.2,98,79,144,78,80,24,0.26,normal
59876,1111,496,186,260732.0,86911.0,0,0,3.804667,2.2055,0.0,0,2.929342,2.1385,310,66,60,60,0.011414,1,7,682,347643.0,0,0.0,0.0,0.0,525.67,27.2,98,73,148,84,73,19,0.3,normal
62948,1111,496,186,224892.0,74964.0,0,0,4.411,3.1845,0.0,0,1.992029,3.0855,310,66,60,60,0.013233,1,7,682,299856.0,0,0.0,0.0,0.0,453.412,27.8,98,73,148,84,73,19,0.3,normal
63528,1111,496,186,248497.0,82832.0,0,0,3.992,2.4765,0.0,0,2.967481,2.4085,310,66,60,60,0.011976,1,7,682,331329.0,0,0.0,0.0,0.0,501.002,27.0,98,73,148,84,73,19,0.3,normal
64694,1111,496,186,257373.0,85791.0,0,0,3.854333,2.3035,0.0,0,2.892923,2.2695,310,66,60,60,0.011563,1,7,682,343164.0,0,0.0,0.0,0.0,518.896,26.5,98,73,148,84,73,19,0.3,normal
58834,1111,496,186,230537.0,76846.0,0,0,4.303,2.9625,0.0,0,2.483445,2.9565,310,66,60,60,0.012909,1,7,682,307382.0,0,0.0,0.0,0.0,464.792,24.6,98,79,135,75,82,24,0.26,normal
59284,1111,496,186,53233.0,17744.0,0,0,18.635,2.408,0.0,0,23.032697,2.402,310,66,60,60,0.055905,1,7,682,70978.0,0,0.0,0.0,0.0,107.325,26.7,98,73,148,84,73,19,0.3,normal
53672,1111,496,186,229842.0,76614.0,0,0,4.316,3.085,0.0,0,3.064306,3.051,310,66,60,60,0.012948,1,7,682,306457.0,0,0.0,0.0,0.0,463.392,27.2,98,85,149,84,82,27,0.02,normal
54359,1111,496,186,260276.0,86759.0,0,0,3.811333,2.734,0.0,0,2.061524,2.639,310,66,60,60,0.011434,1,7,682,347035.0,0,0.0,0.0,0.0,524.751,27.0,97,114,149,84,72,20,0.04,normal
56760,1111,496,186,50599.0,16866.0,0,0,19.605,14.4865,0.0,0,13.863531,14.4695,310,66,60,60,0.058815,1,7,682,67466.0,0,0.0,0.0,0.0,102.015,27.7,99,78,142,72,82,34,-0.02,normal
56774,1111,496,186,131734.0,43911.0,0,0,7.530333,4.0485,0.0,0,5.947827,4.0135,310,66,60,60,0.022591,1,7,682,175645.0,0,0.0,0.0,0.0,265.592,27.6,99,81,142,72,82,31,-0.02,normal
50371,1111,496,186,221363.0,73788.0,0,0,4.481333,3.743,0.0,0,3.213441,3.728,310,66,60,60,0.013444,1,7,682,295150.0,0,0.0,0.0,0.0,446.296,26.2,97,71,134,79,70,0,0.18,Spoofing
49601,1111,496,186,233632.0,77877.0,0,0,4.246,2.424,0.0,0,3.271214,2.39,310,66,60,60,0.012738,1,7,682,311509.0,0,0.0,0.0,0.0,471.032,26.6,98,73,148,84,73,19,0.3,normal
57142,1111,496,186,298525.0,99508.0,0,0,3.323,1.967,0.0,0,2.515813,1.926,310,66,60,60,0.009969,1,7,682,398034.0,0,0.0,0.0,0.0,601.866,27.7,98,73,148,84,73,19,0.3,normal
64972,1111,496,186,223894.0,74631.0,0,0,4.430667,2.676,0.0,0,3.156009,2.609,310,66,60,60,0.013292,1,7,682,298525.0,0,0.0,0.0,0.0,451.399,27.1,98,78,144,78,79,0,0.24,normal
53248,1111,496,186,33923.0,11308.0,0,0,29.242666,23.9705,0.0,0,20.922256,23.8655,310,66,60,60,0.087728,1,7,682,45231.0,0,0.0,0.0,0.0,68.393,27.9,98,73,148,84,73,19,0.3,normal
59096,1111,496,186,367907.0,122636.0,0,0,2.696333,1.638,0.0,0,2.022937,1.604,310,66,60,60,0.008089,1,7,682,490543.0,0,0.0,0.0,0.0,741.748,28.0,98,73,148,84,73,19,0.3,normal
49486,1111,496,186,182610.0,60870.0,0,0,5.432333,2.172,0.0,0,4.966451,2.154,310,66,60,60,0.016297,1,7,682,243480.0,0,0.0,0.0,0.0,368.166,27.9,98,73,148,84,73,19,0.3,normal
64408,1111,496,186,183421.0,61140.0,0,0,5.408333,2.48,0.0,0,4.671276,2.445,310,66,60,60,0.016225,1,7,682,244561.0,0,0.0,0.0,0.0,369.8,27.1,98,71,144,78,79,16,0.18,normal
54270,1111,496,186,177396.0,59132.0,0,0,5.592,2.7005,0.0,0,4.683394,2.6555,310,66,60,60,0.016776,1,7,682,236528.0,0,0.0,0.0,0.0,357.654,27.0,97,83,149,84,79,19,0.14,Spoofing
61424,1111,496,186,219842.0,73281.0,0,0,4.512333,2.954,0.0,0,3.283706,2.886,310,66,60,60,0.013537,1,7,682,293123.0,0,0.0,0.0,0.0,443.23,26.9,98,82,143,82,83,22,0.18,Spoofing
63030,1111,496,186,34587.0,11529.0,0,0,28.681,2.8715,0.0,0,36.627395,2.7945,310,66,60,60,0.086043,1,7,682,46116.0,0,0.0,0.0,0.0,69.733,27.8,98,73,148,84,73,19,0.3,normal
51366,1111,496,186,238366.0,79455.0,0,0,4.161667,2.793,0.0,0,2.996839,2.758,310,66,60,60,0.012485,1,7,682,317821.0,0,0.0,0.0,0.0,480.577,27.2,97,81,145,87,80,25,0.0,normal
64282,1111,496,186,22527.0,7509.0,0,0,44.035668,45.1545,0.0,0,4.656138,45.1405,310,66,60,60,0.132107,1,7,682,30036.0,0,0.0,0.0,0.0,45.418,27.3,97,100,144,78,110,18,0.24,Data Alteration
54287,1111,496,186,254795.0,84931.0,0,0,3.893333,2.396,0.0,0,2.908695,2.332,310,66,60,60,0.01168,1,7,682,339726.0,0,0.0,0.0,0.0,513.699,26.7,99,72,142,72,71,26,0.36,normal
65298,1111,496,186,294362.0,98121.0,0,0,3.37,2.3985,0.0,0,2.395715,2.3235,310,66,60,60,0.01011,1,7,682,392483.0,0,0.0,0.0,0.0,593.472,28.4,98,73,148,84,73,0,0.18,normal
53959,1111,806,252,7721.0,2262.0,0,0,167.0835,209.590328,0.0,0,121.188422,150.796437,310,66,60,60,0.668334,1,9,1058,9983.0,0,0.0,0.0,0.0,11.97,27.1,99,72,142,72,71,26,0.36,Data Alteration
53776,1111,496,186,257039.0,85680.0,0,0,3.859333,3.158,0.0,0,2.748103,3.09,310,66,60,60,0.011578,1,7,682,342719.0,0,0.0,0.0,0.0,518.224,27.2,97,89,134,79,70,15,0.34,normal
59692,1111,496,186,178022.0,59341.0,0,0,5.572333,3.991,0.0,0,3.952249,3.96,310,66,60,60,0.016717,1,7,682,237363.0,0,0.0,0.0,0.0,358.916,26.8,98,99,138,78,100,0,0.48,Spoofing
63109,1111,496,186,234017.0,78006.0,0,0,4.239,2.363,0.0,0,3.307365,2.301,310,66,60,60,0.012717,1,7,682,312023.0,0,0.0,0.0,0.0,471.809,27.9,98,73,148,84,73,19,0.3,normal
59470,1111,496,186,230020.0,76673.0,0,0,4.312667,2.031,0.0,0,3.672128,1.987,310,66,60,60,0.012938,1,7,682,306693.0,0,0.0,0.0,0.0,463.75,26.7,99,72,142,72,71,26,0.36,normal
51007,1111,496,186,194408.0,64803.0,0,0,5.102667,3.771,0.0,0,3.609851,3.754,310,66,60,60,0.015308,1,7,682,259211.0,0,0.0,0.0,0.0,391.952,27.2,98,81,145,87,79,22,0.26,Spoofing
51888,1111,496,186,258468.0,86156.0,0,0,3.838,2.419,0.0,0,2.83045,2.378,310,66,60,60,0.011514,1,7,682,344624.0,0,0.0,0.0,0.0,521.105,26.5,97,68,134,79,70,25,0.28,normal
53016,1111,496,186,275530.0,91843.0,0,0,3.600333,2.447,0.0,0,2.588599,2.386,310,66,60,60,0.010801,1,7,682,367373.0,0,0.0,0.0,0.0,555.504,27.2,97,81,145,87,81,19,0.2,normal
57527,1111,496,186,230448.0,76816.0,0,0,4.304667,2.5025,0.0,0,3.280951,2.4635,310,66,60,60,0.012914,1,7,682,307263.0,0,0.0,0.0,0.0,464.612,25.1,98,86,135,75,80,31,0.3,normal
59422,1111,496,186,230448.0,76816.0,0,0,4.304667,2.998,0.0,0,2.049511,2.92,310,66,60,60,0.012914,1,7,682,307263.0,0,0.0,0.0,0.0,464.612,27.1,98,96,138,78,99,0,0.32,normal
63209,1111,496,186,248373.0,82791.0,0,0,3.994,2.57,0.0,0,2.948198,2.467,310,66,60,60,0.011982,1,7,682,331163.0,0,0.0,0.0,0.0,500.751,27.2,98,73,148,84,73,19,0.3,normal
50421,1111,496,186,191506.0,63835.0,0,0,5.18,4.177,0.0,0,3.681721,4.141,310,66,60,60,0.01554,1,7,682,255341.0,0,0.0,0.0,0.0,386.1,28.0,98,73,148,84,73,19,0.3,normal
59865,1111,496,186,14867.0,4956.0,0,0,66.725336,52.47,0.0,0,20.38068,52.39,310,66,60,60,0.200176,1,7,682,19823.0,0,0.0,0.0,0.0,29.974,26.8,99,79,142,79,71,26,0.36,Data Alteration
62844,1111,496,186,240913.0,80304.0,0,0,4.117667,2.765,0.0,0,2.980015,2.728,310,66,60,60,0.012353,1,7,682,321217.0,0,0.0,0.0,0.0,485.712,27.8,98,73,148,84,73,19,0.3,normal
64628,1111,496,186,266190.0,88730.0,0,0,3.726667,2.127,0.0,0,2.899605,2.088,310,66,60,60,0.01118,1,7,682,354920.0,0,0.0,0.0,0.0,536.673,26.7,99,72,142,72,71,26,0.36,normal
57456,1111,496,186,229949.0,76650.0,0,0,4.314,3.2765,0.0,0,3.046848,3.2415,310,66,60,60,0.012942,1,7,682,306599.0,0,0.0,0.0,0.0,463.607,27.4,99,72,142,72,71,26,0.36,normal
56304,1111,496,186,105319.0,35106.0,0,0,9.419,7.152,0.0,0,6.6574,7.111,310,66,60,60,0.028257,1,7,682,140425.0,0,0.0,0.0,0.0,212.337,26.4,98,73,148,84,73,19,0.3,normal
59216,1111,496,186,225574.0,75191.0,0,0,4.397667,2.261,0.0,0,3.602084,2.168,310,66,60,60,0.013193,1,7,682,300766.0,0,0.0,0.0,0.0,454.787,27.5,98,87,138,78,76,20,0.1,normal
53368,1111,496,186,283969.0,94656.0,0,0,3.493333,1.9945,0.0,0,2.707571,1.9305,310,66,60,60,0.01048,1,7,682,378626.0,0,0.0,0.0,0.0,572.519,27.8,98,73,148,84,73,19,0.3,normal
50024,1111,496,186,61915.0,20638.0,0,0,16.022,2.301,0.0,0,19.529932,2.261,310,66,60,60,0.048066,1,7,682,82553.0,0,0.0,0.0,0.0,124.828,26.2,98,83,138,83,70,17,0.16,normal
62845,1111,496,186,214517.0,71506.0,0,0,4.624333,2.97,0.0,0,2.488413,2.88,310,66,60,60,0.013873,1,7,682,286023.0,0,0.0,0.0,0.0,432.495,26.9,98,70,129,76,74,24,0.18,normal
51054,1111,496,186,261880.0,87293.0,0,0,3.788,2.2215,0.0,0,2.882575,2.2045,310,66,60,60,0.011364,1,7,682,349173.0,0,0.0,0.0,0.0,527.983,27.2,97,80,145,87,74,20,0.32,normal
55822,1111,496,186,236097.0,78699.0,0,0,4.201667,3.309,0.0,0,1.343004,3.302,310,66,60,60,0.012605,1,7,682,314796.0,0,0.0,0.0,0.0,476.002,26.5,97,74,143,78,73,18,0.18,normal
58065,1111,496,186,218470.0,72823.0,0,0,4.540667,3.2945,0.0,0,2.849841,3.1655,310,66,60,60,0.013622,1,7,682,291293.0,0,0.0,0.0,0.0,440.464,28.9,89,104,0,0,78,17,0.4,normal
56260,1111,496,186,199906.0,66635.0,0,0,4.962333,2.39,0.0,0,4.142322,2.373,310,66,60,60,0.014887,1,7,682,266541.0,0,0.0,0.0,0.0,403.036,27.8,98,73,148,84,73,19,0.3,normal
52846,1111,496,186,242800.0,80933.0,0,0,4.085667,2.713,0.0,0,2.971451,2.61,310,66,60,60,0.012257,1,7,682,323733.0,0,0.0,0.0,0.0,489.516,26.5,98,74,134,79,75,25,0.3,normal
59195,1111,496,186,212117.0,70706.0,0,0,4.676667,3.032,0.0,0,2.484979,3.027,310,66,60,60,0.01403,1,7,682,282823.0,0,0.0,0.0,0.0,427.655,27.6,98,92,138,78,94,17,0.36,normal
65527,1111,496,186,61946.0,20649.0,0,0,16.014,2.999,0.0,0,18.529037,2.904,310,66,60,60,0.048042,1,7,682,82594.0,0,0.0,0.0,0.0,124.891,26.2,98,74,138,83,72,0,0.08,normal
58154,1111,496,186,291565.0,97188.0,0,0,3.402333,2.182,0.0,0,2.53387,2.103,310,66,60,60,0.010207,1,7,682,388753.0,0,0.0,0.0,0.0,587.832,25.2,98,68,135,75,70,18,0.34,normal
61386,1111,496,186,214270.0,71423.0,0,0,4.629667,2.99,0.0,0,3.379072,2.971,310,66,60,60,0.013889,1,7,682,285694.0,0,0.0,0.0,0.0,431.997,28.4,98,75,147,85,74,0,0.24,Spoofing
55772,1111,496,186,251330.0,83777.0,0,0,3.947,2.439,0.0,0,2.945788,2.379,310,66,60,60,0.011841,1,7,682,335107.0,0,0.0,0.0,0.0,506.714,27.7,97,75,142,72,73,17,0.14,normal
58888,1111,496,186,227924.0,75975.0,0,0,4.352333,2.541,0.0,0,2.84371,2.467,310,66,60,60,0.013057,1,7,682,303898.0,0,0.0,0.0,0.0,459.524,24.7,98,79,135,75,76,22,0.18,normal
52068,1111,496,186,195122.0,65041.0,0,0,5.084,1.773,0.0,0,4.949091,1.731,310,66,60,60,0.015252,1,7,682,260163.0,0,0.0,0.0,0.0,393.391,26.0,98,73,148,84,73,19,0.3,normal
49583,1111,496,186,288065.0,96022.0,0,0,3.443667,2.3155,0.0,0,2.477062,2.2805,310,66,60,60,0.010331,1,7,682,384087.0,0,0.0,0.0,0.0,580.776,27.8,98,73,148,84,73,19,0.3,normal
53644,1111,496,186,18289.0,6096.0,0,0,54.241,59.6445,0.0,0,11.734129,59.5855,310,66,60,60,0.162723,1,7,682,24385.0,0,0.0,0.0,0.0,36.872,27.1,94,73,148,84,73,19,0.3,Data Alteration
52496,1111,496,186,265241.0,88414.0,0,0,3.74,2.072,0.0,0,2.928437,2.033,310,66,60,60,0.01122,1,7,682,353654.0,0,0.0,0.0,0.0,534.759,28.1,98,73,148,84,73,19,0.3,normal
63441,1111,496,186,268012.0,89337.0,0,0,3.701333,2.084,0.0,0,2.863662,2.067,310,66,60,60,0.011104,1,7,682,357349.0,0,0.0,0.0,0.0,540.346,28.6,97,77,147,85,78,0,0.14,normal
52426,1111,496,186,135742.0,45247.0,0,0,7.308,6.5345,0.0,0,5.423109,6.5175,310,66,60,60,0.021924,1,7,682,180989.0,0,0.0,0.0,0.0,273.673,27.3,97,82,145,87,84,17,0.42,normal
65421,1111,496,186,21207.0,7069.0,0,0,46.776668,44.908,0.0,0,3.956685,44.81,310,66,60,60,0.14033,1,7,682,28276.0,0,0.0,0.0,0.0,42.756,26.3,95,80,138,83,71,16,0.1,Data Alteration
54805,1111,496,186,248892.0,82964.0,0,0,3.985667,3.0565,0.0,0,2.81478,2.9535,310,66,60,60,0.011957,1,7,682,331856.0,0,0.0,0.0,0.0,501.798,26.8,99,72,142,72,71,26,0.36,normal
59262,1111,496,186,249392.0,83131.0,0,0,3.977667,2.5105,0.0,0,2.928004,2.4935,310,66,60,60,0.011933,1,7,682,332523.0,0,0.0,0.0,0.0,502.807,27.4,97,86,138,78,85,19,0.18,normal
55277,1111,496,186,222156.0,74052.0,0,0,4.465333,3.1925,0.0,0,3.164969,3.1485,310,66,60,60,0.013396,1,7,682,296208.0,0,0.0,0.0,0.0,447.895,27.9,98,73,148,84,73,19,0.3,normal
59857,1111,496,186,235127.0,78376.0,0,0,4.219,2.846,0.0,0,2.063636,2.786,310,66,60,60,0.012657,1,7,682,313502.0,0,0.0,0.0,0.0,474.046,26.7,97,87,138,78,84,30,0.14,normal
51051,1111,496,186,253838.0,84613.0,0,0,3.908,2.392,0.0,0,2.910324,2.385,310,66,60,60,0.011724,1,7,682,338451.0,0,0.0,0.0,0.0,511.771,26.5,98,73,148,84,73,19,0.3,Spoofing
57536,1111,496,186,252524.0,84175.0,0,0,3.928333,1.922,0.0,0,3.282161,1.879,310,66,60,60,0.011785,1,7,682,336699.0,0,0.0,0.0,0.0,509.122,27.5,97,74,147,85,79,0,0.18,normal
62882,1111,496,186,71893.0,23964.0,0,0,13.798333,2.1155,0.0,0,16.651902,2.0555,310,66,60,60,0.041395,1,7,682,95857.0,0,0.0,0.0,0.0,144.945,25.4,99,75,138,83,83,26,0.18,normal
49347,1111,496,186,255451.0,85150.0,0,0,3.883333,2.876,0.0,0,1.566725,2.87,310,66,60,60,0.01165,1,7,682,340601.0,0,0.0,0.0,0.0,515.021,27.1,98,79,144,78,81,25,0.16,normal
49441,1111,496,186,226864.0,75621.0,0,0,4.372667,3.0035,0.0,0,3.137801,2.9855,310,66,60,60,0.013118,1,7,682,302485.0,0,0.0,0.0,0.0,457.387,26.2,97,74,138,83,74,14,0.24,normal
52840,1111,496,186,252289.0,84096.0,0,0,3.932,2.442,0.0,0,2.922403,2.371,310,66,60,60,0.011796,1,7,682,336385.0,0,0.0,0.0,0.0,508.647,27.2,97,80,145,87,80,13,0.18,Spoofing
50669,1111,496,186,310420.0,103473.0,0,0,3.195667,1.8375,0.0,0,2.468244,1.7735,310,66,60,60,0.009587,1,7,682,413894.0,0,0.0,0.0,0.0,625.847,27.1,97,81,145,87,77,18,0.4,normal
57103,1111,496,186,207387.0,69129.0,0,0,4.783333,2.4385,0.0,0,3.906131,2.3685,310,66,60,60,0.01435,1,7,682,276516.0,0,0.0,0.0,0.0,418.118,27.4,98,73,148,84,73,19,0.3,normal
59661,1111,496,186,76585.0,25528.0,0,0,12.953,10.518,0.0,0,9.235136,10.408,310,66,60,60,0.038859,1,7,682,102113.0,0,0.0,0.0,0.0,154.404,24.6,98,79,135,75,73,16,0.16,normal
57012,1111,496,186,246296.0,82099.0,0,0,4.027667,2.5715,0.0,0,2.960905,2.5065,310,66,60,60,0.012083,1,7,682,328395.0,0,0.0,0.0,0.0,496.565,27.0,99,72,142,72,71,26,0.36,normal
65074,1111,496,186,269565.0,89855.0,0,0,3.68,2.63,0.0,0,2.612614,2.59,310,66,60,60,0.01104,1,7,682,359420.0,0,0.0,0.0,0.0,543.478,27.0,98,76,144,78,76,34,0.16,normal
51171,1111,496,186,226071.0,75357.0,0,0,4.388,3.2345,0.0,0,3.114116,3.0475,310,66,60,60,0.013164,1,7,682,301428.0,0,0.0,0.0,0.0,455.789,27.2,97,85,145,87,68,15,0.36,normal
50325,1111,496,186,224113.0,74704.0,0,0,4.426333,2.6785,0.0,0,3.334468,2.6615,310,66,60,60,0.013279,1,7,682,298818.0,0,0.0,0.0,0.0,451.841,27.1,98,82,144,78,83,19,0.34,normal
58912,1111,496,186,227158.0,75719.0,0,0,4.367,3.113,0.0,0,3.10209,3.079,310,66,60,60,0.013101,1,7,682,302878.0,0,0.0,0.0,0.0,457.98,24.8,98,81,135,75,82,20,0.22,normal
61432,1111,502,384,600.003,509.286,0,0,1675.445375,1005.302812,3000.511,0,66077.20631,892.803562,310,66,60,60,5.026645,1,10,886,1109.0,4,28.571429,20.0,33.333333,1.79,27.9,98,73,148,84,73,19,0.3,normal
58354,1111,496,186,241853.0,80618.0,0,0,4.101667,2.424,0.0,0,3.120193,2.356,310,66,60,60,0.012305,1,7,682,322471.0,0,0.0,0.0,0.0,487.607,27.9,98,73,148,84,73,19,0.3,normal
55556,1111,496,186,230895.0,76965.0,0,0,4.296333,1.9925,0.0,0,3.661871,1.9585,310,66,60,60,0.012889,1,7,682,307859.0,0,0.0,0.0,0.0,465.513,26.5,98,73,148,84,73,19,0.3,normal
57270,1111,496,186,291908.0,97303.0,0,0,3.398333,2.2565,0.0,0,2.46696,2.1965,310,66,60,60,0.010195,1,7,682,389210.0,0,0.0,0.0,0.0,588.524,25.4,97,78,143,78,88,0,0.26,normal
59335,1111,496,186,262295.0,87432.0,0,0,3.782,2.727,0.0,0,2.680598,2.693,310,66,60,60,0.011346,1,7,682,349727.0,0,0.0,0.0,0.0,528.821,28.1,88,166,147,85,67,31,0.02,normal
60886,1111,496,186,246480.0,82160.0,0,0,4.024667,2.6195,0.0,0,2.937823,2.5095,310,66,60,60,0.012074,1,7,682,328640.0,0,0.0,0.0,0.0,496.936,26.7,98,76,143,82,74,18,0.2,normal
50000,1111,496,186,61845.0,20615.0,0,0,16.04,2.884,0.0,0,18.787141,2.824,310,66,60,60,0.04812,1,7,682,82461.0,0,0.0,0.0,0.0,124.688,26.3,98,91,138,83,92,19,0.16,normal
61304,1111,496,186,92014.0,30671.0,0,0,10.781,2.9235,0.0,0,11.442571,2.8645,310,66,60,60,0.032343,1,7,682,122685.0,0,0.0,0.0,0.0,185.512,25.3,98,73,148,84,73,19,0.3,normal
60343,1111,496,186,248975.0,82992.0,0,0,3.984333,3.0375,0.0,0,2.813109,2.9965,310,66,60,60,0.011953,1,7,682,331967.0,0,0.0,0.0,0.0,501.966,26.7,98,90,143,82,94,18,0.22,Spoofing
52771,1111,496,186,168536.0,56178.0,0,0,5.886,2.831,0.0,0,4.950964,2.813,310,66,60,60,0.017658,1,7,682,224714.0,0,0.0,0.0,0.0,339.789,27.7,98,73,148,84,73,19,0.3,normal
53328,1111,496,186,247526.0,82509.0,0,0,4.007667,2.015,0.0,0,3.273351,1.998,310,66,60,60,0.012023,1,7,682,330034.0,0,0.0,0.0,0.0,499.043,26.6,99,72,142,72,71,26,0.36,normal
53112,1111,496,186,256729.0,85576.0,0,0,3.864,1.8355,0.0,0,3.266305,1.8015,310,66,60,60,0.011592,1,7,682,342305.0,0,0.0,0.0,0.0,517.598,26.7,98,67,134,79,77,21,0.24,normal
51110,1111,496,186,263176.0,87725.0,0,0,3.769333,2.2245,0.0,0,2.873819,2.2175,310,66,60,60,0.011308,1,7,682,350902.0,0,0.0,0.0,0.0,530.598,26.8,99,72,142,72,71,26,0.36,normal
64066,1111,496,186,267746.0,89249.0,0,0,3.705,3.0695,0.0,0,2.648336,3.0345,310,66,60,60,0.011115,1,7,682,356995.0,0,0.0,0.0,0.0,539.811,27.1,98,79,144,78,82,19,0.24,normal
50782,1111,496,186,238557.0,79519.0,0,0,4.158333,2.731,0.0,0,2.472052,2.724,310,66,60,60,0.012475,1,7,682,318076.0,0,0.0,0.0,0.0,480.962,27.2,96,88,145,87,83,14,0.32,normal
54785,1111,496,186,20608.0,6869.0,0,0,48.136668,48.4015,0.0,0,0.312798,48.3025,310,66,60,60,0.14441,1,7,682,27477.0,0,0.0,0.0,0.0,41.548,26.8,93,79,149,84,70,15,0.14,Data Alteration
64790,1111,496,186,183455.0,61152.0,0,0,5.407333,2.175,0.0,0,4.940381,2.133,310,66,60,60,0.016222,1,7,682,244606.0,0,0.0,0.0,0.0,369.868,26.1,97,74,138,83,74,22,0.18,normal
53271,1111,496,186,265976.0,88659.0,0,0,3.729667,2.2015,0.0,0,2.820759,2.1635,310,66,60,60,0.011189,1,7,682,354634.0,0,0.0,0.0,0.0,536.241,26.7,98,75,134,79,71,18,0.1,normal
51160,1111,496,186,276272.0,92091.0,0,0,3.590667,1.8955,0.0,0,2.881287,1.8615,310,66,60,60,0.010772,1,7,682,368362.0,0,0.0,0.0,0.0,557.0,27.2,97,88,145,87,68,13,0.36,normal
62025,1111,496,186,270079.0,90026.0,0,0,3.673,2.028,0.0,0,2.855952,2.011,310,66,60,60,0.011019,1,7,682,360105.0,0,0.0,0.0,0.0,544.514,26.6,99,72,142,72,71,26,0.36,normal
60163,1111,496,186,221412.0,73804.0,0,0,4.480333,3.4665,0.0,0,1.792488,3.2995,310,66,60,60,0.013441,1,7,682,295216.0,0,0.0,0.0,0.0,446.395,26.7,97,89,143,82,77,22,0.1,normal
58721,1111,496,186,258266.0,86089.0,0,0,3.841,2.975,0.0,0,2.712612,2.869,310,66,60,60,0.011523,1,7,682,344355.0,0,0.0,0.0,0.0,520.698,27.9,98,75,147,85,76,18,0.22,normal
60559,1111,496,186,72825.0,24275.0,0,0,13.621667,2.426,0.0,0,16.042155,2.322,310,66,60,60,0.040865,1,7,682,97100.0,0,0.0,0.0,0.0,146.825,24.4,97,72,135,75,77,19,0.28,normal
53821,1111,496,186,241089.0,80363.0,0,0,4.114667,3.258,0.0,0,2.912061,3.197,310,66,60,60,0.012344,1,7,682,321452.0,0,0.0,0.0,0.0,486.066,27.2,97,111,149,84,92,32,0.2,Spoofing
55949,1111,496,186,207894.0,69298.0,0,0,4.771667,2.9545,0.0,0,3.545949,2.8835,310,66,60,60,0.014315,1,7,682,277192.0,0,0.0,0.0,0.0,419.141,26.4,98,73,148,84,73,19,0.3,normal
